,content,hit_count,last_hit,cost,id
1,2,133,1636708981.409821,15,29978a5f-7847-4f3c-b5c8-d9afc24fec3b
0,1,450,1636708981.414559,15,725532c2-91f4-4291-92d7-6a086520cfdf
0,1,451,1636708981.419205,15,e93d08bc-66bc-485e-a33f-6b28a10b2810
0,11.0,0.0,1636708981.422004,350.0,bf11466f-5299-408f-8e3e-aee222e11b0a
4,5,43,1636708981.42817,15,74ac82ef-877d-4e26-ab68-5a99ce4395e4
0,36.0,0.0,1636708981.431437,350.0,76e6581c-8037-4aed-ab6e-29fa8ffc6600
2,3,79,1636708981.437424,15,cd6ab310-c27a-44af-8ac2-22cda9e2f04e
1,2,134,1636708981.441902,15,8b13a165-bc5f-4dd6-8ab1-6d9dbcbb7ecb
3,4,46,1636708981.446426,15,1511dbd8-8547-497d-b693-06ddb574c2fc
0,1,452,1636708981.450892,15,635d8b28-d655-4f33-ba06-61dcbb9d1519
0,23.0,0.0,1636708981.453255,350.0,a37ab1a7-083e-4e61-92ad-af313f4e6cb8
0,1,453,1636708981.460067,15,44e6eed9-7647-4da0-b8e6-e8cab3a3d31e
0,110.0,0.0,1636708981.462406,350.0,734ab0e5-c31c-468b-b630-1d39f30d9ac5
0,1,454,1636708981.468383,15,ff472644-1433-4175-8814-17b6a901bf7c
0,627.0,0.0,1636708981.470776,350.0,a5ca72be-9669-4596-937f-960c1e9538c5
1,2,135,1636708981.476744,15,b1a905fb-4213-4c68-b7ba-b8ed66c51474
0,1,455,1636708981.481846,15,d51ddf45-ba24-49f2-a721-9969c095a66f
1,2,136,1636708981.486411,15,f849ded5-8523-405d-b8b9-d65b9a7cbdf5
2,3,80,1636708981.490926,15,98cece9d-bfcb-44c0-bc74-f8e09ab02c94
0,13.0,0.0,1636708981.493298,350.0,84b662d2-1bbe-426b-b52e-9bb8103d1369
0,1,456,1636708981.500051,15,0db6f7b0-409d-4358-a0c4-c31f4c502696
0,31.0,0.0,1636708981.502389,350.0,f4b579b2-c958-47a3-bb5f-1dec2f68db54
0,1,457,1636708981.508306,15,91834f9b-19a7-4de4-9c68-18a94e4a34fb
0,1,458,1636708981.512743,15,d1b68797-c721-40d4-aa34-3415331441b8
2,3,81,1636708981.517202,15,29a202fe-bea1-43d7-8a45-5d1e78c73c21
4,5,44,1636708981.521923,15,a0ffd74f-ee27-4f9c-9d28-9c9286f58846
0,1,459,1636708981.52687,15,8050d5ac-b741-4abd-98b1-c4baa3f34a47
0,74059.0,0.0,1636708981.529209,350.0,89d025da-7f06-4c83-adb4-59c2975bafc3
2,3,82,1636708981.535176,15,5294cf7c-9e18-4215-b174-b5d364dc5037
7,8,20,1636708981.540082,15,2d906a30-94d8-47ac-b7b1-3a1c7faf89ab
0,1,460,1636708981.544623,15,9480f985-528c-4339-b520-ea4240a39de3
0,14.0,0.0,1636708981.546979,350.0,be789655-3d2a-4cc6-8274-3ef6e0b20702
8,9,11,1636708981.553163,15,cddd8bb0-376e-4d40-87af-afd9d3ee3f1d
0,44.0,0.0,1636708981.555945,350.0,43e3cd61-4323-47b7-9701-a2db935bf6d3
0,82.0,0.0,1636708981.559791,350.0,b702a7fd-263c-4ab2-be94-e41ae58473a6
0,1,461,1636708981.565947,15,34c45417-79b7-4cb1-9937-28b7250a3ade
1,2,137,1636708981.570732,15,0299fcc3-4b87-424b-9e4b-90ad69d833f0
0,135.0,0.0,1636708981.573371,350.0,cb1f8ce5-86f9-45b6-a9c8-0eb47f787e47
1,2,138,1636708981.579797,15,f7f998f1-2a1e-4c5b-a989-89ff35e9b6de
2,3,83,1636708981.584262,15,6bcc80f0-1464-47b2-b953-80a6beac3b5d
1,2,139,1636708981.588732,15,c037858c-a9cc-483f-bc46-434ecf6b2a33
0,1,462,1636708981.593522,15,9b79acc7-3a37-431b-a2ab-4bf58c977c46
0,37.0,0.0,1636708981.596263,350.0,b52b0688-275a-422b-a79e-1ddf2258dda2
0,1,463,1636708981.602221,15,83169b55-2ba3-4bfe-b961-c8f14bc16149
0,1,464,1636708981.607098,15,fdd19708-d305-405e-ad8c-61a46654f840
1,2,140,1636708981.611537,15,2f2f13d1-7ff8-4f75-8687-0c14f85e5031
0,1,465,1636708981.616488,15,1823029c-6f45-4a93-85e8-bb4070931c26
1,2,141,1636708981.620969,15,2a11336c-09ff-47cd-851e-9d3068827c0b
0,1,466,1636708981.625536,15,65f24408-64ad-4cbe-a42e-14344fee90f1
0,1,467,1636708981.630452,15,958c6401-8193-4a8c-8a7e-675d6a8a8e70
0,1,468,1636708981.634933,15,528f9e58-e185-4a8c-8535-5607afc5b2bc
0,10.0,0.0,1636708981.637667,350.0,279313d9-fcd8-4fa2-b2f4-e4280489eb64
0,15.0,0.0,1636708981.641552,350.0,633dcaf6-8682-4fb6-8581-58e52b231eb8
0,96.0,0.0,1636708981.645563,350.0,85a18a1c-e22d-469f-a629-a9d44ed12e2c
0,1,469,1636708981.651815,15,846da228-2f45-4e71-aac3-9558464d9020
3,4,47,1636708981.656544,15,ec838796-594b-470e-8939-cadd5d7dc646
2,3,84,1636708981.661325,15,e8956ec1-bcb5-4d74-9114-c159b01adbea
0,1,470,1636708981.665834,15,0438d9d6-d249-48d9-94d5-f4300ca44da8
2,3,85,1636708981.670539,15,52989534-0ebf-448a-b0e6-021f8e661b2f
0,75.0,0.0,1636708981.675584,350.0,b42590c6-4e5b-4705-a224-af35100d9a70
3,4,48,1636708981.681778,15,553fab2e-0022-4750-aa59-67a6b023ca36
0,22.0,0.0,1636708981.690167,350.0,664dc03b-6c25-4aa9-a33d-c38d63bcf61e
0,1088.0,0.0,1636708981.697303,350.0,cb3f9e35-e6ef-4dc4-bb5b-af1c8da7bb66
0,18.0,0.0,1636708981.702802,350.0,00f9859e-aa42-4d10-8e4c-cdfc7a51b517
4,5,45,1636708981.709813,15,e721fbce-ff6e-4ab9-8598-c7e8782fd301
4,5,46,1636708981.729085,15,389d5321-6aa4-4168-bea2-2ca0d2e9d34f
0,1,471,1636708981.743297,15,5afb9395-09c6-4df0-85fc-9c6bf929b5b7
3,4,49,1636708981.750823,15,44241db3-e75d-4f79-bb5b-78801c46ed60
7,8,21,1636708981.757175,15,796ec9a0-e5bc-4f36-b0f9-e361514c481e
0,1,472,1636708981.762078,15,dc5df879-e090-45e6-a50e-cbce7acccdb3
0,26.0,0.0,1636708981.788269,350.0,8f7426e3-1841-4f4d-857d-09d7b22a1021
0,1,473,1636708981.799465,15,7cab34c7-a62e-492d-8fb1-bf76fa832647
0,1,474,1636708981.811808,15,ab31bfad-20fd-4c92-a29b-1826ecc0c226
0,1,475,1636708981.822865,15,309d5911-f8d9-4bde-a537-76b70464f63e
0,1,476,1636708981.836109,15,2a647f03-5b97-4137-9f5a-5fe46ae86611
1,2,142,1636708981.855177,15,b13ef822-56cf-4e41-8c3c-2ed5e48fa9f6
1,2,143,1636708981.863041,15,45946b50-3752-433c-bf2a-4fb5b4ea8e65
0,1,477,1636708981.867996,15,25b49e34-8efc-43ad-bbe2-f1a49520cfeb
0,1,478,1636708981.872516,15,f94df4ec-6f83-48d1-a7d9-803c6c47ace8
0,1,479,1636708981.87746,15,9f861080-0e68-4fc2-8dcc-68931c69e763
1,2,144,1636708981.881876,15,a52812e1-32b6-4b59-b8f3-ea50a6b45cac
3,4,50,1636708981.886725,15,ca92a00c-5155-4857-a1f7-d852543daf0d
3,4,51,1636708981.891269,15,62c1dfbe-4fd3-47c9-b761-756319554850
3,4,52,1636708981.896339,15,80049eb0-ef0a-4b11-9206-9128a7e57dac
0,1,480,1636708981.900828,15,d513ef1e-7462-4c40-86ee-39f628ebb2af
0,52.0,0.0,1636708981.90323,350.0,ca76ccf9-be90-447c-a796-069fa6b992fb
0,1,481,1636708981.90922,15,9251fa5e-8194-443c-a0f0-ceaa0bf5e031
3,4,53,1636708981.914187,15,d3fd179b-7379-433a-a2e6-38450e3ad255
0,1815.0,0.0,1636708981.916537,350.0,9a92aab9-abc1-4288-91e0-ad9396348e9b
0,31.0,0.0,1636708981.920376,350.0,d4e106ae-94bf-4c0b-a661-247d3802562f
3,4,54,1636708981.926589,15,7cb82917-14bb-40f0-9c30-7ceea1a4ce5b
0,1,482,1636708981.940468,15,358c0f29-62a4-4b9b-842d-4879517c81dc
2,3,86,1636708981.947142,15,29978a5f-7847-4f3c-b5c8-d9afc24fec3b
4,5,47,1636708981.957734,15,84706cb5-ef21-452b-85ed-2fd87e4d1867
0,1,483,1636708981.976791,15,734ab0e5-c31c-468b-b630-1d39f30d9ac5
0,223.0,0.0,1636708981.981824,350.0,1511dbd8-8547-497d-b693-06ddb574c2fc
6,7,24,1636708981.990418,15,bf11466f-5299-408f-8e3e-aee222e11b0a
0,133.0,0.0,1636708981.998751,350.0,d51ddf45-ba24-49f2-a721-9969c095a66f
0,1,484,1636708982.006579,15,635d8b28-d655-4f33-ba06-61dcbb9d1519
0,1,485,1636708982.012161,15,7de3d2bc-e252-4680-a6be-30b5ca3987ca
8,9,12,1636708982.017191,15,74ac82ef-877d-4e26-ab68-5a99ce4395e4
1,2,145,1636708982.021813,15,7ee481f9-ddb4-43e4-820f-ae8becd78840
5,6,25,1636708982.026886,15,ea069ea8-c879-49c9-b347-e19053d9ca52
3,4,55,1636708982.031427,15,7508830b-f847-4b80-a628-06838b308150
0,1,486,1636708982.036195,15,98cece9d-bfcb-44c0-bc74-f8e09ab02c94
0,107.0,0.0,1636708982.038854,350.0,d4430af5-a15e-4420-8aeb-c7bbd11701cc
4,5,48,1636708982.045224,15,d1b68797-c721-40d4-aa34-3415331441b8
0,1,487,1636708982.050243,15,ff472644-1433-4175-8814-17b6a901bf7c
0,28.0,0.0,1636708982.052632,350.0,75a17ee4-25af-48ff-842c-8356f5e7d990
0,1,488,1636708982.058901,15,0db6f7b0-409d-4358-a0c4-c31f4c502696
0,1,489,1636708982.063791,15,e93d08bc-66bc-485e-a33f-6b28a10b2810
0,1,490,1636708982.068275,15,9480f985-528c-4339-b520-ea4240a39de3
0,1,491,1636708982.073358,15,b1a905fb-4213-4c68-b7ba-b8ed66c51474
0,451.0,0.0,1636708982.075779,350.0,5294cf7c-9e18-4215-b174-b5d364dc5037
3,4,56,1636708982.081807,15,efd312b4-94d3-410d-b2f6-ebb2414f4587
0,1,492,1636708982.08632,15,cd6ab310-c27a-44af-8ac2-22cda9e2f04e
0,1,493,1636708982.091065,15,76e6581c-8037-4aed-ab6e-29fa8ffc6600
1,2,146,1636708982.096137,15,89d025da-7f06-4c83-adb4-59c2975bafc3
0,1,494,1636708982.100644,15,f4b579b2-c958-47a3-bb5f-1dec2f68db54
5,6,26,1636708982.105217,15,8b13a165-bc5f-4dd6-8ab1-6d9dbcbb7ecb
1,2,147,1636708982.109699,15,43e3cd61-4323-47b7-9701-a2db935bf6d3
1,2,148,1636708982.114398,15,29a202fe-bea1-43d7-8a45-5d1e78c73c21
0,1,495,1636708982.124086,15,725532c2-91f4-4291-92d7-6a086520cfdf
0,1,496,1636708982.136201,15,2d906a30-94d8-47ac-b7b1-3a1c7faf89ab
0,1,497,1636708982.142397,15,a37ab1a7-083e-4e61-92ad-af313f4e6cb8
0,1,498,1636708982.14934,15,91834f9b-19a7-4de4-9c68-18a94e4a34fb
1,2,149,1636708982.154318,15,34c45417-79b7-4cb1-9937-28b7250a3ade
2,3,87,1636708982.159451,15,84b662d2-1bbe-426b-b52e-9bb8103d1369
0,1,499,1636708982.164067,15,cb1f8ce5-86f9-45b6-a9c8-0eb47f787e47
0,17.0,0.0,1636708982.167266,350.0,2a11336c-09ff-47cd-851e-9d3068827c0b
3,4,57,1636708982.173439,15,f849ded5-8523-405d-b8b9-d65b9a7cbdf5
1,2,150,1636708982.178012,15,44e6eed9-7647-4da0-b8e6-e8cab3a3d31e
6,7,25,1636708982.182616,15,9b79acc7-3a37-431b-a2ab-4bf58c977c46
5,6,27,1636708982.187912,15,be789655-3d2a-4cc6-8274-3ef6e0b20702
1,2,151,1636708982.19244,15,1823029c-6f45-4a93-85e8-bb4070931c26
2,3,88,1636708982.196913,15,a5ca72be-9669-4596-937f-960c1e9538c5
0,10.0,0.0,1636708982.19931,350.0,e8956ec1-bcb5-4d74-9114-c159b01adbea
0,17.0,0.0,1636708982.204161,350.0,c037858c-a9cc-483f-bc46-434ecf6b2a33
7,8,22,1636708982.210144,15,65f24408-64ad-4cbe-a42e-14344fee90f1
1,2,152,1636708982.214607,15,b702a7fd-263c-4ab2-be94-e41ae58473a6
5,6,28,1636708982.219138,15,52989534-0ebf-448a-b0e6-021f8e661b2f
3,4,58,1636708982.223608,15,a0ffd74f-ee27-4f9c-9d28-9c9286f58846
1,2,153,1636708982.228033,15,8050d5ac-b741-4abd-98b1-c4baa3f34a47
0,1,500,1636708982.233452,15,b42590c6-4e5b-4705-a224-af35100d9a70
0,1,501,1636708982.237928,15,b52b0688-275a-422b-a79e-1ddf2258dda2
0,1,502,1636708982.242394,15,0438d9d6-d249-48d9-94d5-f4300ca44da8
7,8,23,1636708982.246902,15,ec838796-594b-470e-8939-cadd5d7dc646
1,2,154,1636708982.251483,15,633dcaf6-8682-4fb6-8581-58e52b231eb8
1,2,155,1636708982.255952,15,528f9e58-e185-4a8c-8535-5607afc5b2bc
3,4,59,1636708982.260391,15,846da228-2f45-4e71-aac3-9558464d9020
0,1,503,1636708982.265662,15,cddd8bb0-376e-4d40-87af-afd9d3ee3f1d
0,1,504,1636708982.270138,15,cb3f9e35-e6ef-4dc4-bb5b-af1c8da7bb66
0,48.0,0.0,1636708982.27255,350.0,fdd19708-d305-405e-ad8c-61a46654f840
0,1,505,1636708982.278582,15,958c6401-8193-4a8c-8a7e-675d6a8a8e70
3,4,60,1636708982.283092,15,83169b55-2ba3-4bfe-b961-c8f14bc16149
0,1,506,1636708982.288163,15,f7f998f1-2a1e-4c5b-a989-89ff35e9b6de
0,1,507,1636708982.292666,15,0299fcc3-4b87-424b-9e4b-90ad69d833f0
0,1,508,1636708982.297114,15,6bcc80f0-1464-47b2-b953-80a6beac3b5d
3,4,61,1636708982.301868,15,664dc03b-6c25-4aa9-a33d-c38d63bcf61e
0,1,509,1636708982.307694,15,389d5321-6aa4-4168-bea2-2ca0d2e9d34f
0,247.0,0.0,1636708982.310518,350.0,2f2f13d1-7ff8-4f75-8687-0c14f85e5031
0,1,510,1636708982.316743,15,279313d9-fcd8-4fa2-b2f4-e4280489eb64
1,2,156,1636708982.321825,15,796ec9a0-e5bc-4f36-b0f9-e361514c481e
0,76.0,0.0,1636708982.324209,350.0,00f9859e-aa42-4d10-8e4c-cdfc7a51b517
4,5,49,1636708982.332164,15,85a18a1c-e22d-469f-a629-a9d44ed12e2c
2,3,89,1636708982.337284,15,553fab2e-0022-4750-aa59-67a6b023ca36
1,2,157,1636708982.347339,15,dc5df879-e090-45e6-a50e-cbce7acccdb3
0,17.0,0.0,1636708982.35951,350.0,e721fbce-ff6e-4ab9-8598-c7e8782fd301
0,1,511,1636708982.375463,15,ab31bfad-20fd-4c92-a29b-1826ecc0c226
0,1,512,1636708982.388169,15,7cab34c7-a62e-492d-8fb1-bf76fa832647
0,17.0,0.0,1636708982.394061,350.0,44241db3-e75d-4f79-bb5b-78801c46ed60
2,3,90,1636708982.403941,15,62c1dfbe-4fd3-47c9-b761-756319554850
7,8,24,1636708982.423818,15,309d5911-f8d9-4bde-a537-76b70464f63e
0,1,513,1636708982.439782,15,25b49e34-8efc-43ad-bbe2-f1a49520cfeb
1,2,158,1636708982.446676,15,a52812e1-32b6-4b59-b8f3-ea50a6b45cac
0,48.0,0.0,1636708982.449544,350.0,5afb9395-09c6-4df0-85fc-9c6bf929b5b7
0,11.0,0.0,1636708982.485137,350.0,ca92a00c-5155-4857-a1f7-d852543daf0d
0,1,514,1636708982.497059,15,8f7426e3-1841-4f4d-857d-09d7b22a1021
6,7,26,1636708982.502774,15,b13ef822-56cf-4e41-8c3c-2ed5e48fa9f6
3,4,62,1636708982.507447,15,2a647f03-5b97-4137-9f5a-5fe46ae86611
8,9,13,1636708982.520446,15,84706cb5-ef21-452b-85ed-2fd87e4d1867
0,1,515,1636708982.526864,15,635d8b28-d655-4f33-ba06-61dcbb9d1519
5,6,29,1636708982.534135,15,9251fa5e-8194-443c-a0f0-ceaa0bf5e031
0,1,516,1636708982.539384,15,7de3d2bc-e252-4680-a6be-30b5ca3987ca
1,2,159,1636708982.544067,15,bf11466f-5299-408f-8e3e-aee222e11b0a
2,3,91,1636708982.549111,15,80049eb0-ef0a-4b11-9206-9128a7e57dac
0,1,517,1636708982.554313,15,d513ef1e-7462-4c40-86ee-39f628ebb2af
0,1,518,1636708982.558909,15,45946b50-3752-433c-bf2a-4fb5b4ea8e65
0,11.0,0.0,1636708982.561336,350.0,358c0f29-62a4-4b9b-842d-4879517c81dc
0,1,519,1636708982.567511,15,f94df4ec-6f83-48d1-a7d9-803c6c47ace8
0,1,520,1636708982.572623,15,29978a5f-7847-4f3c-b5c8-d9afc24fec3b
4,5,50,1636708982.577096,15,d4e106ae-94bf-4c0b-a661-247d3802562f
2,3,92,1636708982.581552,15,9a92aab9-abc1-4288-91e0-ad9396348e9b
0,1,521,1636708982.586039,15,9f861080-0e68-4fc2-8dcc-68931c69e763
3,4,63,1636708982.590834,15,98cece9d-bfcb-44c0-bc74-f8e09ab02c94
0,1,522,1636708982.595584,15,5294cf7c-9e18-4215-b174-b5d364dc5037
1,2,160,1636708982.600267,15,7ee481f9-ddb4-43e4-820f-ae8becd78840
0,1,523,1636708982.605092,15,ff472644-1433-4175-8814-17b6a901bf7c
1,2,161,1636708982.610313,15,ca76ccf9-be90-447c-a796-069fa6b992fb
0,1,524,1636708982.615045,15,d3fd179b-7379-433a-a2e6-38450e3ad255
0,36.0,0.0,1636708982.617633,350.0,75a17ee4-25af-48ff-842c-8356f5e7d990
0,1,525,1636708982.624375,15,f4b579b2-c958-47a3-bb5f-1dec2f68db54
0,12.0,0.0,1636708982.626996,350.0,b1a905fb-4213-4c68-b7ba-b8ed66c51474
0,83.0,0.0,1636708982.636558,350.0,7cb82917-14bb-40f0-9c30-7ceea1a4ce5b
0,1,526,1636708982.642674,15,29a202fe-bea1-43d7-8a45-5d1e78c73c21
1,2,162,1636708982.648843,15,1511dbd8-8547-497d-b693-06ddb574c2fc
0,10.0,0.0,1636708982.658438,350.0,ea069ea8-c879-49c9-b347-e19053d9ca52
0,1,527,1636708982.665815,15,7508830b-f847-4b80-a628-06838b308150
0,1,528,1636708982.671281,15,734ab0e5-c31c-468b-b630-1d39f30d9ac5
0,1,529,1636708982.678573,15,d51ddf45-ba24-49f2-a721-9969c095a66f
0,1,530,1636708982.683589,15,91834f9b-19a7-4de4-9c68-18a94e4a34fb
0,1,531,1636708982.688712,15,efd312b4-94d3-410d-b2f6-ebb2414f4587
3,4,64,1636708982.693667,15,43e3cd61-4323-47b7-9701-a2db935bf6d3
0,1599.0,0.0,1636708982.696338,350.0,725532c2-91f4-4291-92d7-6a086520cfdf
0,1,532,1636708982.702872,15,2a11336c-09ff-47cd-851e-9d3068827c0b
1,2,163,1636708982.707422,15,9480f985-528c-4339-b520-ea4240a39de3
0,1,533,1636708982.712655,15,e93d08bc-66bc-485e-a33f-6b28a10b2810
4,5,51,1636708982.717135,15,d4430af5-a15e-4420-8aeb-c7bbd11701cc
1,2,164,1636708982.721627,15,44e6eed9-7647-4da0-b8e6-e8cab3a3d31e
0,1,534,1636708982.726133,15,74ac82ef-877d-4e26-ab68-5a99ce4395e4
0,1,535,1636708982.731572,15,be789655-3d2a-4cc6-8274-3ef6e0b20702
5,6,30,1636708982.736039,15,76e6581c-8037-4aed-ab6e-29fa8ffc6600
0,9876.0,0.0,1636708982.738382,350.0,a37ab1a7-083e-4e61-92ad-af313f4e6cb8
0,1,536,1636708982.744368,15,0db6f7b0-409d-4358-a0c4-c31f4c502696
2,3,93,1636708982.748878,15,d1b68797-c721-40d4-aa34-3415331441b8
1,2,165,1636708982.75341,15,f849ded5-8523-405d-b8b9-d65b9a7cbdf5
0,1,537,1636708982.758468,15,8b13a165-bc5f-4dd6-8ab1-6d9dbcbb7ecb
3,4,65,1636708982.762962,15,a0ffd74f-ee27-4f9c-9d28-9c9286f58846
8,9,14,1636708982.767483,15,9b79acc7-3a37-431b-a2ab-4bf58c977c46
5,6,31,1636708982.77219,15,cb1f8ce5-86f9-45b6-a9c8-0eb47f787e47
2,3,94,1636708982.777266,15,89d025da-7f06-4c83-adb4-59c2975bafc3
1,2,166,1636708982.781724,15,cd6ab310-c27a-44af-8ac2-22cda9e2f04e
2,3,95,1636708982.78623,15,8050d5ac-b741-4abd-98b1-c4baa3f34a47
3,4,66,1636708982.790656,15,2d906a30-94d8-47ac-b7b1-3a1c7faf89ab
3,4,67,1636708982.79546,15,cddd8bb0-376e-4d40-87af-afd9d3ee3f1d
0,1,538,1636708982.800382,15,c037858c-a9cc-483f-bc46-434ecf6b2a33
4,5,52,1636708982.804853,15,b702a7fd-263c-4ab2-be94-e41ae58473a6
0,1,539,1636708982.809341,15,34c45417-79b7-4cb1-9937-28b7250a3ade
0,1,540,1636708982.814108,15,e8956ec1-bcb5-4d74-9114-c159b01adbea
0,81.0,0.0,1636708982.816841,350.0,83169b55-2ba3-4bfe-b961-c8f14bc16149
1,2,167,1636708982.823176,15,84b662d2-1bbe-426b-b52e-9bb8103d1369
3,4,68,1636708982.827899,15,633dcaf6-8682-4fb6-8581-58e52b231eb8
0,18.0,0.0,1636708982.830455,350.0,0438d9d6-d249-48d9-94d5-f4300ca44da8
0,1,541,1636708982.836808,15,1823029c-6f45-4a93-85e8-bb4070931c26
4,5,53,1636708982.841585,15,52989534-0ebf-448a-b0e6-021f8e661b2f
1,2,168,1636708982.846064,15,ec838796-594b-470e-8939-cadd5d7dc646
0,1,542,1636708982.861773,15,b52b0688-275a-422b-a79e-1ddf2258dda2
0,1,543,1636708982.869516,15,389d5321-6aa4-4168-bea2-2ca0d2e9d34f
0,1,544,1636708982.875918,15,279313d9-fcd8-4fa2-b2f4-e4280489eb64
1,2,169,1636708982.880843,15,00f9859e-aa42-4d10-8e4c-cdfc7a51b517
2,3,96,1636708982.885425,15,fdd19708-d305-405e-ad8c-61a46654f840
0,1,545,1636708982.890248,15,846da228-2f45-4e71-aac3-9558464d9020
0,1,546,1636708982.895229,15,85a18a1c-e22d-469f-a629-a9d44ed12e2c
0,1,547,1636708982.899837,15,cb3f9e35-e6ef-4dc4-bb5b-af1c8da7bb66
0,1,548,1636708982.904773,15,a5ca72be-9669-4596-937f-960c1e9538c5
0,25.0,0.0,1636708982.907172,350.0,796ec9a0-e5bc-4f36-b0f9-e361514c481e
2,3,97,1636708982.913729,15,65f24408-64ad-4cbe-a42e-14344fee90f1
6,7,27,1636708982.918267,15,528f9e58-e185-4a8c-8535-5607afc5b2bc
0,1,549,1636708982.922792,15,958c6401-8193-4a8c-8a7e-675d6a8a8e70
0,1,550,1636708982.927537,15,2f2f13d1-7ff8-4f75-8687-0c14f85e5031
0,1,551,1636708982.932213,15,b42590c6-4e5b-4705-a224-af35100d9a70
6,7,28,1636708982.937004,15,0299fcc3-4b87-424b-9e4b-90ad69d833f0
8,9,15,1636708982.951554,15,f7f998f1-2a1e-4c5b-a989-89ff35e9b6de
0,1,552,1636708982.969007,15,25b49e34-8efc-43ad-bbe2-f1a49520cfeb
0,1,553,1636708982.974308,15,dc5df879-e090-45e6-a50e-cbce7acccdb3
0,1,554,1636708982.979567,15,6bcc80f0-1464-47b2-b953-80a6beac3b5d
0,1,555,1636708982.98487,15,664dc03b-6c25-4aa9-a33d-c38d63bcf61e
0,1,556,1636708982.99842,15,5afb9395-09c6-4df0-85fc-9c6bf929b5b7
0,1,557,1636708983.006145,15,309d5911-f8d9-4bde-a537-76b70464f63e
2,3,98,1636708983.011696,15,553fab2e-0022-4750-aa59-67a6b023ca36
1,2,170,1636708983.021174,15,62c1dfbe-4fd3-47c9-b761-756319554850
0,1,558,1636708983.031301,15,ab31bfad-20fd-4c92-a29b-1826ecc0c226
2,3,99,1636708983.043787,15,e721fbce-ff6e-4ab9-8598-c7e8782fd301
2,3,100,1636708983.050302,15,7cab34c7-a62e-492d-8fb1-bf76fa832647
6,7,29,1636708983.069633,15,9251fa5e-8194-443c-a0f0-ceaa0bf5e031
0,1,559,1636708983.084752,15,44241db3-e75d-4f79-bb5b-78801c46ed60
0,2382.0,0.0,1636708983.088737,350.0,358c0f29-62a4-4b9b-842d-4879517c81dc
0,1,560,1636708983.10228,15,a52812e1-32b6-4b59-b8f3-ea50a6b45cac
0,1,561,1636708983.108017,15,d4e106ae-94bf-4c0b-a661-247d3802562f
0,1,562,1636708983.11625,15,7de3d2bc-e252-4680-a6be-30b5ca3987ca
0,1,563,1636708983.122436,15,98cece9d-bfcb-44c0-bc74-f8e09ab02c94
1,2,171,1636708983.127749,15,d513ef1e-7462-4c40-86ee-39f628ebb2af
0,1,564,1636708983.132614,15,8f7426e3-1841-4f4d-857d-09d7b22a1021
0,37.0,0.0,1636708983.135341,350.0,84706cb5-ef21-452b-85ed-2fd87e4d1867
1,2,172,1636708983.141909,15,f94df4ec-6f83-48d1-a7d9-803c6c47ace8
0,76.0,0.0,1636708983.14482,350.0,7ee481f9-ddb4-43e4-820f-ae8becd78840
0,1,565,1636708983.151051,15,635d8b28-d655-4f33-ba06-61dcbb9d1519
7,8,25,1636708983.156356,15,9a92aab9-abc1-4288-91e0-ad9396348e9b
0,1,566,1636708983.161146,15,b13ef822-56cf-4e41-8c3c-2ed5e48fa9f6
0,1,567,1636708983.170833,15,f4b579b2-c958-47a3-bb5f-1dec2f68db54
0,14.0,0.0,1636708983.174232,350.0,1511dbd8-8547-497d-b693-06ddb574c2fc
1,2,173,1636708983.181649,15,2a647f03-5b97-4137-9f5a-5fe46ae86611
3,4,69,1636708983.197885,15,75a17ee4-25af-48ff-842c-8356f5e7d990
0,1,568,1636708983.206636,15,45946b50-3752-433c-bf2a-4fb5b4ea8e65
1,2,174,1636708983.212603,15,ca92a00c-5155-4857-a1f7-d852543daf0d
3,4,70,1636708983.217139,15,ff472644-1433-4175-8814-17b6a901bf7c
1,2,175,1636708983.221692,15,29a202fe-bea1-43d7-8a45-5d1e78c73c21
0,1,569,1636708983.226235,15,5294cf7c-9e18-4215-b174-b5d364dc5037
0,30.0,0.0,1636708983.228562,350.0,7cb82917-14bb-40f0-9c30-7ceea1a4ce5b
0,1,570,1636708983.235332,15,bf11466f-5299-408f-8e3e-aee222e11b0a
0,13.0,0.0,1636708983.237614,350.0,ca76ccf9-be90-447c-a796-069fa6b992fb
2,3,101,1636708983.243666,15,80049eb0-ef0a-4b11-9206-9128a7e57dac
0,1,571,1636708983.248129,15,29978a5f-7847-4f3c-b5c8-d9afc24fec3b
1,2,176,1636708983.253058,15,9f861080-0e68-4fc2-8dcc-68931c69e763
0,27.0,0.0,1636708983.255353,350.0,e93d08bc-66bc-485e-a33f-6b28a10b2810
0,10.0,0.0,1636708983.267879,350.0,43e3cd61-4323-47b7-9701-a2db935bf6d3
0,11.0,0.0,1636708983.272878,350.0,d3fd179b-7379-433a-a2e6-38450e3ad255
0,13.0,0.0,1636708983.279551,350.0,76e6581c-8037-4aed-ab6e-29fa8ffc6600
6,7,30,1636708983.286702,15,b1a905fb-4213-4c68-b7ba-b8ed66c51474
0,1,572,1636708983.291604,15,d1b68797-c721-40d4-aa34-3415331441b8
0,1,573,1636708983.296604,15,7508830b-f847-4b80-a628-06838b308150
0,1,574,1636708983.301159,15,91834f9b-19a7-4de4-9c68-18a94e4a34fb
4,5,54,1636708983.305932,15,2a11336c-09ff-47cd-851e-9d3068827c0b
0,1,575,1636708983.310683,15,cd6ab310-c27a-44af-8ac2-22cda9e2f04e
